movie,genre
10931,모험
10932,드라마
10932,코미디
10933,드라마
10934,드라마
10935,드라마
10935,액션
10936,판타지
10936,멜로/로맨스
10937,드라마
10938,멜로/로맨스
10938,판타지
10938,드라마
10938,코미디
10939,코미디
10940,드라마
10941,액션
10941,애니메이션
10941,코미디
10941,판타지
10941,가족
10941,범죄
10942,드라마
10942,모험
10942,전쟁
10943,판타지
10944,멜로/로맨스
10944,코미디
10945,멜로/로맨스
10945,드라마
10945,미스터리
10945,느와르
10946,드라마
10947,드라마
10947,뮤지컬
10948,드라마
10948,미스터리
10948,범죄
10949,드라마
10949,스릴러
10950,SF
10950,액션
10950,전쟁
10951,코미디
10951,범죄
10952,액션
10952,범죄
10953,공포
10954,멜로/로맨스
10954,드라마
10955,드라마
10956,드라마
10958,드라마
10958,코미디
10959,코미디
10960,서부
10960,코미디
10961,멜로/로맨스
10961,코미디
10962,SF
10962,액션
10962,드라마
10964,드라마
10965,멜로/로맨스
10965,액션
10965,코미디
10965,모험
10965,범죄
10965,스릴러
10966,스릴러
10966,공포
10967,공포
10968,공포
10969,공포
10970,느와르
10970,액션
10971,액션
10971,스릴러
10972,액션
10973,스릴러
10973,공포
10975,SF
10975,모험
10976,드라마
10977,서부
10978,드라마
10978,코미디
10979,뮤지컬
10979,코미디
10980,드라마
10981,드라마
10982,다큐멘터리
10983,멜로/로맨스
10983,드라마
10984,드라마
10984,액션
10985,액션
10986,드라마
10986,코미디
10987,드라마
10987,멜로/로맨스
10987,코미디
10988,드라마
10989,멜로/로맨스
10989,드라마
10989,코미디
10991,SF
10991,드라마
10992,뮤지컬
10992,코미디
10993,서부
10994,멜로/로맨스
10994,드라마
10994,코미디
10995,스릴러
10996,코미디
10997,공포
10998,드라마
10998,액션
10998,모험
10998,스릴러
10999,SF
10999,드라마
10999,공포
