movie,people,order,leading
10143,317,4,1
10143,688,5,1
10143,2896,6,1
10143,4585,7,0
10143,4586,8,0
10143,37915,9,0
10143,33949,10,0
10143,21236,11,0
10143,19903,12,0
10144,1055,1,1
10144,500,2,1
10144,27,3,1
10144,15810,4,1
10144,586,5,1
10144,554,6,1
10144,12181,7,0
10144,7201,8,0
10144,7202,9,0
10144,10193,10,0
10144,225900,11,0
10144,139831,12,0
10145,1303,1,1
10145,13927,2,1
10145,549,3,1
10145,71157,4,0
10145,3168,5,0
10145,191985,6,0
10145,20029,7,0
10145,201740,8,0
10146,1098,1,1
10146,881,2,1
10146,4701,3,0
10146,11105,4,0
10146,2254,5,0
10146,5112,6,0
10146,176047,7,0
10146,226109,8,0
10147,3142,1,1
10147,31805,2,1
10147,20120,3,1
10147,35,4,0
10147,13162,5,0
10147,6936,6,0
10148,3660,1,1
10148,64354,2,1
10148,1957,3,1
10148,11159,4,1
10148,1816,5,1
10148,64268,6,0
10149,13858,1,1
10149,24744,2,1
10149,2863,3,1
10149,6774,4,1
10149,4794,5,1
10149,788,6,1
10149,5109,7,0
10149,22092,8,0
10149,4578,9,0
10149,1331,10,0
10150,41754,1,1
10150,5762,2,1
10150,41755,3,1
10150,41756,4,1
10150,41607,5,0
10150,41757,6,0
10150,41758,7,0
10150,41760,8,0
10151,41010,1,1
10151,1843,2,1
10151,7234,3,1
10151,8035,4,0
10151,38170,5,0
10151,7599,6,0
10151,2015,7,0
10151,2807,8,0
10151,40901,9,0
10151,41353,10,0
10151,1740,11,0
10151,1797,12,0
10151,41106,13,0
10151,41075,14,0
10151,3638,15,0
10151,5812,16,0
10151,58050,17,0
10152,245741,1,1
10152,266911,2,0
10153,2119,1,1
10153,41794,2,1
10153,122355,3,0
10153,135272,4,0
10153,42322,5,0
10153,122356,6,0
10153,52907,7,0
10154,1327,1,1
10154,1061,2,1
10154,361,3,0
10154,7284,4,0
10154,16809,5,0
10154,8806,6,0
10154,539,7,0
10155,1422,1,1
10155,1580,2,0
10155,9338,3,0
10155,9339,4,0
10155,6892,5,0
10155,6889,6,0
10155,98492,7,0
10155,9340,8,0
10155,9334,9,0
10156,1422,1,1
10156,9333,2,0
10156,1338,3,0
10156,313,4,0
10157,1422,1,1
10157,36733,2,0
10157,13724,3,0
10157,13725,4,0
10157,13726,5,0
10157,13723,6,0
10157,6892,7,0
10158,1422,1,1
10158,288,2,0
10158,13730,3,0
10158,955,4,0
10159,1422,1,1
10159,13737,2,0
10159,13738,3,0
10159,13739,4,0
10159,13740,5,0
10159,13741,6,0
10160,1248,1,1
10160,1580,2,1
10160,10649,3,1
10160,1190,4,1
10160,13742,5,1
10160,13743,6,1
10160,1640,7,1
10160,9301,8,0
10160,1633,9,0
10160,13744,10,0
10160,3375,11,0
10160,13745,12,0
10160,13021,13,0
10160,682,14,0
10161,484,1,1
10161,8542,2,0
10161,1527,3,0
10161,8543,4,0
10161,13749,5,0
10162,1422,1,1
10162,710,2,0
10162,229,3,0
10162,7954,4,0
10162,7955,5,0
10162,13751,6,0
10163,1359,1,1
10163,2463,2,0
10163,654,3,0
10164,1359,1,1
10164,4318,2,0
10164,181,3,0
10164,13790,4,0
10164,1464,5,0
10165,1359,1,1
10165,112,2,0
10165,302,3,0
10165,10667,4,0
10165,2096,5,0
10166,1359,1,1
10166,4588,2,0
10166,7085,3,0
10166,10667,4,0
10166,3075,5,0
10167,1359,1,1
10167,211,2,0
10167,13778,3,0
10167,963,4,0
10167,1210,5,0
10168,1422,1,1
10168,892,2,0
10168,1051,3,0
10168,13785,4,0
10168,881,5,0
10168,5721,6,0
10168,12161,7,0
10168,385,8,0
10169,1359,1,1
10169,13790,2,0
10169,13791,3,0
10169,13792,4,0
10170,1359,1,1
10170,2721,2,0
10170,12289,3,0
10170,13800,4,0
10170,263,5,0
10170,5908,6,0
10170,10533,7,0
10171,1548,1,1
10171,12386,2,0
10171,7559,3,0
10171,13805,4,0
10171,4320,5,0
10171,2409,6,0
10171,10139,7,0
10171,13806,8,0
10171,13807,9,0
10172,1548,1,1
10172,9707,2,0
10172,2320,3,0
10172,7849,4,0
10172,9893,5,0
10173,1205,1,1
10173,345,2,1
10173,1625,3,0
10173,2617,4,0
10173,13814,5,0
10173,94873,6,0
10174,13820,1,1
10174,379486,2,1
10174,13822,3,1
10174,13823,4,1
10174,13824,5,0
10174,13825,6,0
10174,5613,7,0
10174,71154,8,0
10174,4208,9,0
10175,652,1,1
10175,1327,2,1
10175,8646,3,0
10175,6855,4,0
10175,13828,5,0
10176,1205,1,1
10176,925,2,1
10176,2315,3,1
10176,889,4,1
10176,6964,5,0
10176,13833,6,0
10176,5128,7,0
10176,8095,8,0
10176,13834,9,0
10176,13835,10,0
10176,8514,11,0
10177,889,1,1
10177,8514,2,1
10177,6964,3,1
10177,23718,4,1
10177,925,5,1
10177,5128,6,1
10177,13835,7,1
10177,36360,8,1
10177,13833,9,1
10177,7166,10,1
10177,21349,11,1
10177,2315,12,1
10177,13834,13,1
10177,33995,14,1
10177,1205,15,1
10177,946,16,1
10177,8415,17,1
10177,17805,18,0
10177,30937,19,0
10177,5254,20,0
10177,183491,21,0
10177,14761,22,0
10177,5736,23,0
10177,2918,24,0
10177,635,25,0
10177,5256,26,0
10177,119452,27,0
10177,9893,28,0
10177,13840,29,0
10177,1069,30,0
10177,20233,31,0
10177,20588,32,0
10177,7291,33,0
10177,11122,34,0
10177,7566,35,0
10177,437,36,0
10177,32885,37,0
10177,270519,38,0
10177,162014,39,0
10177,270520,40,0
10177,115973,41,0
10177,3236,42,0
10177,105794,43,0
10177,6751,44,0
10177,15709,45,0
10177,13063,46,0
10177,11006,47,0
10177,197962,48,0
10177,46417,49,0
10177,270522,50,0
10177,141947,51,0
10177,87170,52,0
10177,231846,53,0
10177,270524,54,0
10177,270525,55,0
10177,81695,56,0
10177,210866,57,0
10177,270526,58,0
10177,223180,59,0
10177,270527,60,0
10177,124505,61,0
10177,270528,62,0
10177,270529,63,0
10177,176185,64,0
10177,270530,65,0
10177,270531,66,0
10178,13844,1,1
10178,13845,2,1
10178,102196,3,0
10178,116909,4,0
10178,71082,5,0
10178,116910,6,0
10178,116911,7,0
10178,865,8,0
10179,465,1,1
10179,1539,2,0
10179,946,3,0
10179,13848,4,0
10179,509,5,0
10179,13849,6,0
10179,12932,7,0
10179,13850,8,0
10179,13851,9,0
10179,13852,10,0
10179,13853,11,0
10179,13854,12,0
10179,5099,13,0
10179,18350,14,0
10179,6059,15,0
10180,13855,1,1
10180,2397,2,1
10180,2331,3,1
10180,10497,4,0
10180,2916,5,0
10180,1370,6,0
10180,13856,7,0
10180,11004,8,0
10180,4256,9,0
10180,19514,10,0
10181,1902,1,1
10181,13864,2,0
10182,1902,1,1
10182,13858,2,1
10182,13859,3,0
10182,3878,4,0
10182,13860,5,0
10182,19872,6,0
10183,1902,1,1
10183,13864,2,0
10184,1902,1,1
10184,68842,2,1
10184,659,3,1
10185,13865,1,1
10185,1182,2,1
10185,10193,3,1
10185,13866,4,1
10185,13867,5,1
10185,9281,6,1
10185,6932,7,1
10185,10686,8,1
10185,13796,9,1
10185,28007,10,1
10185,110051,11,1
10185,23850,12,1
10185,90249,13,0
10185,227271,14,0
10185,10944,15,0
10185,15072,16,0
10186,1972,1,1
10186,3781,2,1
10186,67232,3,1
10186,54658,4,1
10186,55504,5,0
10186,52123,6,0
10186,43495,7,0
10186,42105,8,0
10186,7614,9,0
10186,40417,10,0
10186,69889,11,0
10186,18555,12,0
10186,41195,13,0
10186,54191,14,0
10186,34314,15,0
10186,42106,16,0
10186,40453,17,0
10186,41562,18,0
10186,40425,19,0
10186,11591,20,0
10186,41171,21,0
10186,69890,22,0
10186,33220,23,0
10186,41258,24,0
10186,54110,25,0
10186,69893,26,0
10186,57268,27,0
10186,40475,28,0
10186,66445,29,0
10186,54168,30,0
10186,54279,31,0
10186,7612,32,0
10186,16837,33,0
10186,41178,34,0
10186,67230,35,0
10186,1736,36,0
10186,69891,37,0
10186,69892,38,0
10186,51333,39,0
10186,54175,40,0
10186,41197,41,0
10186,39989,42,0
10186,46129,43,0
10186,42183,44,0
10186,54188,45,0
10186,51074,46,0
10187,13868,1,1
10187,13869,2,0
10187,13844,3,0
10188,13875,1,1
10188,13876,2,1
10188,45909,3,0
10188,45910,4,0
10188,13879,5,0
10188,45911,6,0
10188,13882,7,0
10188,45912,8,0
10189,13884,1,1
10189,13885,2,1
10189,2321,3,1
10189,45915,4,1
10189,8637,5,1
10189,28554,6,1
10189,13888,7,0
10189,13889,8,0
10189,15427,9,0
10189,13890,10,0
10189,45916,11,0
10189,13891,12,0
10190,99,1,1
10190,5730,2,0
10190,1051,3,0
10190,13894,4,0
10190,139109,5,0
10190,31286,6,0
10190,13895,7,0
10190,980,8,0
10190,24471,9,0
10190,7477,10,0
10190,187331,11,0
10191,99,1,1
10191,12289,2,1
10191,12290,3,1
10191,980,4,0
10191,7021,5,0
10191,7297,6,0
10191,12291,7,0
10191,6838,8,0
10191,4901,9,0
10191,7489,10,0
10191,12292,11,0
10191,9724,12,0
10192,99,1,1
10192,179,2,0
10193,11155,1,1
10193,9546,2,1
10193,11154,3,1
10193,3874,4,0
10193,6573,5,0
10194,11155,1,1
10194,9546,2,1
10194,11153,3,1
10195,11153,1,1
10195,11155,2,1
10196,11153,1,1
10196,9546,2,1
10197,11153,1,1
10197,11155,2,1
10198,9546,1,1
10198,66399,2,1
10198,52505,3,1
10199,1951,1,1
10199,1833,2,1
10199,13897,3,1
10199,13898,4,1
10199,13900,5,0
10199,5934,6,0
10199,39463,7,0
10199,136540,8,0
10199,41287,9,0
10199,41288,10,0
10199,41289,11,0
10200,99,1,1
10200,937,2,0
10200,386,3,0
10200,2208,4,0
10200,5132,5,0
10200,7975,6,0
10201,1558,1,1
10201,2794,2,0
10201,391,3,0
10202,1843,1,1
10202,7117,2,1
10202,3187,3,1
10202,36256,4,1
10202,18859,5,0
10202,1770,6,0
10202,27525,7,0
10202,43505,8,0
10202,5990,9,0
10202,43506,10,0
10202,173007,11,0
10202,43507,12,0
10203,2247,1,1
10203,2564,2,1
10203,3984,3,1
10203,4204,4,0
10203,4393,5,0
10203,3819,6,0
10203,3465,7,0
10203,1471,8,0
10203,1417,9,0
10203,138643,10,0
10203,64313,11,0
10203,38880,12,0
10203,55522,13,0
10204,1216,1,1
10204,1558,2,1
10204,2710,3,0
10204,10063,4,0
10205,2535,1,1
10205,10090,2,1
10205,2466,3,0
10205,34653,4,0
10205,2896,5,0
10205,6063,6,0
10205,25457,7,0
10205,5342,8,0
10205,10083,9,0
10205,90716,10,0
10205,14721,11,0
10205,13956,12,0
10205,192250,13,0
10205,17057,14,0
10205,198260,15,0
10205,25494,16,0
10205,281722,17,0
10205,253146,18,0
10205,28388,19,0
10205,7394,20,0
10205,231497,21,0
10205,6492,22,0
10205,31793,23,0
10205,197608,24,0
10205,110055,25,0
10205,258300,26,0
10205,76524,27,0
10205,19958,28,0
10205,16377,29,0
10205,173656,30,0
10205,96374,31,0
10205,99652,32,0
10205,107699,33,0
10205,30726,34,0
10205,261640,35,0
10206,506,1,1
10206,4894,2,0
10206,5081,3,0
10206,5957,4,0
10206,5245,5,0
10206,7273,6,0
10206,17439,7,0
10206,6052,8,0
10206,3154,9,0
10207,19084,1,1
10207,14187,2,1
10207,1298,3,1
10207,71156,4,1
10207,5254,5,1
10207,27545,6,1
10207,4147,7,1
10207,4743,8,1
10208,13914,1,1
10208,13915,2,1
10208,45759,3,0
10208,41785,4,0
10208,38299,5,0
10209,1269,1,1
10209,687,2,1
10209,638,3,1
10209,5966,4,0
10209,13917,5,0
10209,1306,6,0
10210,1160,1,1
10210,1566,2,1
10210,2174,3,1
10210,13919,4,0
10210,13920,5,0
10210,3389,6,0
10211,13926,1,1
10211,6591,2,1
10211,13927,3,1
10211,10616,4,0
10211,928,5,0
10211,13928,6,0
10211,13929,7,0
10211,13930,8,0
10211,16075,9,0
10211,10930,10,0
10211,6928,11,0
10211,10237,12,0
10211,192290,13,0
10211,28419,14,0
10211,17831,15,0
10212,465,1,1
10212,591,2,1
10212,13938,3,0
10212,13931,4,0
10212,13932,5,0
10212,13933,6,0
10212,13934,7,0
10212,13935,8,0
10212,13936,9,0
10212,13937,10,0
10213,709,1,1
10213,2856,2,0
10213,13940,3,0
10213,13941,4,0
10213,10863,5,0
10213,11559,6,0
10214,2564,1,1
10214,1993,2,1
10214,1952,3,1
10214,58360,4,0
10214,3846,5,0
10214,2994,6,0
10214,3465,7,0
10215,13946,1,1
10215,1508,2,1
10215,13947,3,1
10215,13948,4,0
10216,99,1,1
10216,2330,2,1
10216,3148,3,0
10216,13949,4,0
10216,913,5,0
10216,498,6,0
10217,11339,1,1
10217,3069,2,1
10217,14559,3,1
10217,1370,4,1
10217,3236,5,1
10217,2068,6,0
10217,13953,7,0
10217,9346,8,0
10217,10235,9,0
10217,13954,10,0
10217,122640,11,0
10218,11339,1,1
10218,3069,2,1
10218,14559,3,0
10218,2718,4,0
10218,12041,5,0
10218,13962,6,0
10219,899,1,1
10219,232,2,1
10219,10161,3,1
10219,4701,4,0
10219,1290,5,0
10219,1623,6,0
10219,5479,7,0
10219,20700,8,0
10220,1248,1,1
10220,10649,2,1
10220,206,3,1
10220,1344,4,0
10220,8348,5,0
10220,14069,6,0
10220,271209,7,0
10220,42382,8,0
10220,70855,9,0
10220,10656,10,0
10220,121675,11,0
10220,18510,12,0
10221,1248,1,1
10221,13968,2,1
10221,490,3,0
10221,13969,4,0
10221,13970,5,0
10221,13971,6,0
10221,13972,7,0
10221,13973,8,0
10222,1248,1,1
10222,3072,2,1
10222,13974,3,0
10222,13969,4,0
10222,13975,5,0
10222,13976,6,0
10222,13977,7,0
10222,13978,8,0
10223,1248,1,1
10223,13969,2,1
10223,925,3,1
10223,13979,4,0
10223,13980,5,0
10223,13981,6,0
10223,13983,7,0
10223,13984,8,0
10223,13985,9,0
10223,13986,10,0
10223,15121,11,0
10223,187136,12,0
10223,194659,13,0
10224,1248,1,1
10224,13969,2,1
10224,7011,3,1
10224,5957,4,1
10224,2331,5,0
10224,14322,6,0
10225,1248,1,1
10225,10649,2,0
10225,13969,3,0
10225,13987,4,0
10225,13988,5,0
10225,206,6,0
10225,2331,7,0
10226,10649,1,1
10226,1344,2,1
10226,13969,3,1
10226,206,4,1
10226,13988,5,0
10226,2331,6,0
10226,5964,7,0
10226,13979,8,0
10226,6875,9,0
10226,1359,10,0
10226,222145,11,0
10226,7053,12,0
10226,13971,13,0
10226,13983,14,0
10227,4970,1,1
10227,13759,2,1
10227,13989,3,1
10227,13990,4,1
10227,13991,5,0
10227,13992,6,0
10227,13993,7,0
10227,10524,8,0
10227,112095,9,0
10228,13995,1,1
10228,90027,2,1
10228,12090,3,1
10229,117,1,1
10229,619,2,1
10229,4505,3,0
10229,1187,4,0
10229,14120,5,0
10229,47874,6,0
10230,13996,1,1
10230,13997,2,1
10230,127833,3,0
10230,127832,4,0
10230,127834,5,0
10230,19039,6,0
10231,3091,1,1
10231,4453,2,1
10231,13998,3,0
10231,5795,4,0
10232,514,1,1
10232,108,2,1
10232,10229,3,1
10232,8319,4,1
10233,14000,1,1
10233,14001,2,1
10233,14002,3,1
10233,247938,4,1
10233,186714,5,0
10233,103878,6,0
10233,465,7,0
10233,106856,8,0
10233,14330,9,0
10233,36439,10,0
10233,103323,11,0
10233,105355,12,0
10233,231901,13,0
10233,215521,14,0
10233,5093,15,0
10233,142341,16,0
10233,38002,17,0
10233,192346,18,0
10233,14003,19,0
10234,1633,1,1
10234,18318,2,1
10234,14005,3,0
10234,19472,4,0
10234,14336,5,0
10234,6736,6,0
10234,39277,7,0
10234,39278,8,0
10235,4916,1,1
10235,4917,2,1
10235,4918,3,1
10235,4893,4,0
10235,96298,5,0
10235,25463,6,0
10235,96299,7,0
10235,96300,8,0
10235,87450,9,0
10235,31184,10,0
10235,96301,11,0
10235,96302,12,0
10235,96303,13,0
10235,96304,14,0
10236,1085,1,1
10236,360,2,1
10236,3388,3,0
10236,5342,4,0
10236,1627,5,0
10236,12396,6,0
10236,6962,7,0
10236,2953,8,0
10237,1000,1,1
10237,14007,2,1
10237,8427,3,0
10237,14008,4,0
10237,14009,5,0
10237,14010,6,0
10237,14011,7,0
10237,14012,8,0
10237,143477,9,0
10237,6923,10,0
10238,376,1,1
10238,1558,2,1
10238,5760,3,0
10238,27624,4,0
10239,14013,1,1
10239,5533,2,1
10239,14014,3,1
10239,14015,4,1
10239,7322,5,0
10239,14016,6,0
10239,14017,7,0
10239,14018,8,0
10239,211827,9,0
10240,556,1,1
10240,838,2,1
10240,652,3,1
10240,14020,4,0
10240,6928,5,0
10240,88171,6,0
10240,18072,7,0
10241,1336,1,1
10241,1330,2,1
10241,500,3,1
10241,881,4,1
10241,12742,5,1
10241,114,6,1
10241,4587,7,1
10241,4197,8,1
10241,7559,9,0
10241,2152,10,0
10241,12743,11,0
10241,12744,12,0
10241,12745,13,0
10242,1205,1,1
10242,696,2,1
10242,2256,3,1
10242,6758,4,1
10242,6759,5,0
10242,6760,6,0
10242,14021,7,0
10242,14022,8,0
10242,14023,9,0
10242,38530,10,0
10242,38531,11,0
10242,3286,12,0
10243,217,1,1
10243,4423,2,1
10243,632,3,1
10243,14025,4,0
10244,867,1,1
10244,2175,2,0
10244,2140,3,0
10244,1354,4,0
10245,187,1,1
10245,2204,2,0
10245,10134,3,0
10245,1286,4,0
10245,10666,5,0
10245,6826,6,0
10245,14719,7,0
10245,6360,8,0
10245,10212,9,0
10245,6862,10,0
10245,5586,11,0
10245,18594,12,0
10245,8819,13,0
10246,931,1,1
10246,438,2,1
10246,4683,3,0
10246,4932,4,0
10247,1938,1,1
10247,1989,2,1
10247,6558,3,1
10247,2248,4,0
10247,11160,5,0
10247,3811,6,0
10248,784,1,1
10248,16197,2,1
10248,56628,3,1
10248,4498,4,1
10248,1611,5,1
10248,14287,6,1
10248,56629,7,0
10248,34844,8,0
10248,56635,9,0
10248,19254,10,0
10248,16882,11,0
10248,10003,12,0
10249,226,1,1
10249,14031,2,1
10249,18008,3,0
10249,210696,4,0
10249,16170,5,0
10249,142397,6,0
10249,98213,7,0
10249,14154,8,0
10249,95080,9,0
10249,188184,10,0
10249,188173,11,0
10249,179846,12,0
10249,238281,13,0
10249,179037,14,0
10249,277758,15,0
10249,232179,16,0
10249,195460,17,0
10249,60363,18,0
10249,142673,19,0
10249,112124,20,0
10249,179765,21,0
10249,179766,22,0
10249,179929,23,0
10249,265072,24,0
10249,179775,25,0
10249,187015,26,0
10249,187078,27,0
10249,195439,28,0
10249,29803,29,0
10249,182136,30,0
10250,148,1,1
10250,1053,2,1
10250,215,3,0
10250,4982,4,0
10251,1300,1,1
10251,444,2,0
10252,21549,1,1
10252,134113,2,1
10252,70854,3,1
10252,28713,4,1
10252,10301,5,1
10252,17998,6,1
10252,18903,7,0
10252,17190,8,0
10252,99493,9,0
10252,29209,10,0
10252,14280,11,0
10252,60328,12,0
10252,13985,13,0
10252,182132,14,0
10252,191925,15,0
10253,2075,1,1
10253,611,2,1
10253,881,3,1
10253,11107,4,0
10253,6386,5,0
10253,149,6,0
10253,7020,7,0
10253,2252,8,0
10254,14032,1,1
10254,14033,2,1
10254,14992,3,1
10254,14569,4,0
10254,18984,5,0
10254,26219,6,0
10254,7523,7,0
10255,7159,1,1
10255,14034,2,1
10255,14041,3,0
10255,14042,4,0
10255,14043,5,0
10255,215521,6,0
10256,230,1,1
10256,14044,2,1
10256,1539,3,0
10256,14045,4,0
10256,9000,5,0
10256,14046,6,0
10257,4502,1,1
10257,3791,2,1
10257,32440,3,1
10257,13946,4,1
10257,5077,5,0
10257,173048,6,0
10257,14445,7,0
10257,35772,8,0
10257,202704,9,0
10257,236148,10,0
10258,90,1,1
10258,14047,2,1
10258,5918,3,0
10258,14048,4,0
10258,11793,5,0
10258,3887,6,0
10259,1276,1,1
10259,6525,2,1
10259,391,3,1
10259,10859,4,0
10259,14049,5,0
10260,1276,1,1
10260,6525,2,1
10260,14051,3,0
10260,14052,4,0
10260,14053,5,0
10260,10859,6,0
10260,14054,7,0
10260,14055,8,0
10260,34037,9,0
10260,177153,10,0
10260,193677,11,0
10260,198048,12,0
10260,197586,13,0
10260,2556,14,0
10260,18368,15,0
10261,1276,1,1
10261,6525,2,1
10261,14056,3,0
10261,7074,4,0
10261,10859,5,0
10261,14057,6,0
10261,14058,7,0
10261,14059,8,0
10261,14050,9,0
10261,14051,10,0
10261,103341,11,0
10261,29969,12,0
10261,143473,13,0
10261,25640,14,0
10261,200440,15,0
10262,1501,1,1
10262,472,2,1
10262,159,3,0
10262,539,4,0
10262,2152,5,0
10262,2496,6,0
10262,3603,7,0
10263,1334,1,1
10263,1000,2,1
10263,14060,3,1
10263,14061,4,0
10263,14062,5,0
10263,10257,6,0
10264,1329,1,1
10264,14064,2,1
10264,14065,3,0
10264,14066,4,0
10264,31805,5,0
10264,73059,6,0
10264,29980,7,0
10264,190789,8,0
10264,98194,9,0
10264,48,10,0
10265,14067,1,1
10265,14068,2,1
10265,14069,3,1
10265,14070,4,1
10265,14071,5,1
10265,14072,6,0
10265,12842,7,0
10265,28913,8,0
10265,18014,9,0
10265,191343,10,0
10266,18817,1,1
10266,10982,2,1
10266,15354,3,1
10266,18892,4,1
10266,6064,5,1
10266,8544,6,0
10266,11065,7,0
10266,104345,8,0
10266,22057,9,0
10266,19339,10,0
10267,908,1,1
10267,6591,2,1
10267,17745,3,1
10267,1584,4,1
10267,3952,5,1
10267,14746,6,1
10267,16573,7,1
10267,14897,8,1
10267,43723,9,1
10267,18829,10,1
10267,15698,11,1
10267,15595,12,1
10267,35045,13,1
10267,70819,14,1
10268,1563,1,1
10268,2466,2,1
10268,4005,3,1
10268,12562,4,0
10268,14074,5,0
10268,1135,6,0
10268,6948,7,0
10268,4830,8,0
10268,14077,9,0
10269,7054,1,1
10269,4758,2,1
10269,13022,3,1
10269,633,4,1
10269,4759,5,1
10269,13023,6,0
10269,13024,7,0
10269,13025,8,0
10269,13026,9,0
10270,901,1,1
10270,14075,2,1
10270,5307,3,1
10270,14076,4,1
10270,14077,5,1
10270,13026,6,0
10271,1833,1,1
10271,14079,2,1
10271,40975,3,0
10271,19216,4,0
10271,40896,5,0
10271,2064,6,0
10272,376,1,1
10272,793,2,1
10272,14081,3,0
10272,14082,4,0
10272,6926,5,0
10272,12311,6,0
10272,14083,7,0
10272,14084,8,0
10273,394,1,1
10273,2384,2,0
10273,10090,3,0
10273,4549,4,0
10273,4613,5,0
10274,848,1,1
10274,7094,2,1
10274,7127,3,0
10274,7095,4,0
10274,7096,5,0
10274,7103,6,0
10274,7097,7,0
10274,7104,8,0
10274,7098,9,0
10274,7099,10,0
10275,671,1,1
10275,83,2,1
10275,674,3,1
10275,2750,4,1
10275,6733,5,0
10275,14088,6,0
10275,14089,7,0
10275,14090,8,0
10275,14091,9,0
10275,14092,10,0
10276,610,1,1
10276,1458,2,1
10276,7611,3,0
10276,7322,4,0
10276,7284,5,0
10276,7317,6,0
10276,7275,7,0
10276,7528,8,0
10277,10981,1,1
10277,1365,2,1
10277,2731,3,1
10277,14093,4,1
10277,9724,5,0
10277,14094,6,0
10277,8548,7,0
10277,14095,8,0
10277,14096,9,0
10278,1109,1,1
10278,6913,2,1
10278,597,3,1
10278,14097,4,0
10278,552,5,0
10278,14098,6,0
10279,914,1,1
10279,14099,2,1
10279,14100,3,1
10279,14101,4,1
10279,14102,5,1
10279,14103,6,1
10279,11125,7,1
10279,14104,8,1
10279,14105,9,1
10279,14106,10,1
10279,14107,11,1
10279,97221,12,1
10279,16659,13,1
10279,97312,14,0
10279,16859,15,0
10279,14261,16,0
10279,94882,17,0
10279,198934,18,0
10279,73059,19,0
10279,12848,20,0
10279,287545,21,0
10280,8999,1,1
10280,14108,2,1
10280,5299,3,1
10280,14109,4,0
10280,14110,5,0
10280,14111,6,0
10280,14112,7,0
10280,194455,8,0
10280,102308,9,0
10280,199553,10,0
10280,23943,11,0
10280,10708,12,0
10280,14158,13,0
10281,1634,1,1
10281,840,2,1
10281,1298,3,1
10281,4005,4,0
10281,14114,5,0
10281,1098,6,0
10282,5056,1,1
10282,1313,2,1
10282,2321,3,1
10282,2406,4,1
10282,878,5,0
10283,1666,1,1
10283,496,2,1
10283,3343,3,1
10283,116544,4,0
10283,13243,5,0
10284,1666,1,1
10284,3343,2,1
10284,405,3,1
10284,18234,4,0
10284,13243,5,0
10284,116544,6,0
10285,1381,1,1
10285,709,2,0
10285,3448,3,0
10285,14119,4,0
10286,1000,1,1
10286,1572,2,1
10286,610,3,1
10286,13021,4,0
10286,16055,5,0
10286,110034,6,0
10286,14661,7,0
10286,31883,8,0
10286,16051,9,0
10286,27727,10,0
10286,70843,11,0
10286,182136,12,0
10286,236142,13,0
10286,18824,14,0
10287,1068,1,1
10287,840,2,1
10287,317,3,0
10287,3389,4,0
10287,5389,5,0
10287,14122,6,0
10287,14123,7,0
10288,510,1,1
10288,14124,2,1
10288,1529,3,0
10288,32739,4,0
10288,15595,5,0
10288,15034,6,0
10288,106519,7,0
10288,14594,8,0
10288,28691,9,0
10288,15580,10,0
10288,106737,11,0
10288,190826,12,0
10288,14567,13,0
10289,8348,1,1
10289,15532,2,1
10289,14211,3,0
10289,116886,4,0
10290,14125,1,1
10290,14126,2,1
10290,14127,3,1
10290,14128,4,0
10290,14129,5,0
10290,87611,6,0
10290,33695,7,0
10291,14127,1,1
10291,14130,2,1
10291,56421,3,1
10291,56420,4,0
10291,56422,5,0
10291,11093,6,0
10291,29612,7,0
10292,14127,1,1
10292,3576,2,1
10292,3619,3,1
10292,33616,4,0
10292,1886,5,0
10293,2661,1,1
10293,14131,2,1
10293,7199,3,1
10293,6936,4,1
10293,14132,5,1
10293,586,6,0
10293,14133,7,0
10293,939,8,0
10293,14167,9,0
10293,15732,10,0
10293,21570,11,0
10293,23945,12,0
10293,7847,13,0
10293,29861,14,0
10293,32124,15,0
10293,26178,16,0
10293,26678,17,0
10294,14135,1,1
10294,10275,2,1
10294,431,3,1
10294,88618,4,1
10294,14138,5,1
10294,36921,6,1
10294,51868,7,1
10294,14134,8,1
10294,14137,9,1
10294,5776,10,1
10294,13840,11,0
10294,112202,12,0
10294,7274,13,0
10294,16293,14,0
10294,6962,15,0
10294,5950,16,0
10294,14136,17,0
10294,46405,18,0
10294,64013,19,0
10294,28726,20,0
10294,21839,21,0
10294,112204,22,0
10294,36014,23,0
10294,6878,24,0
10294,14840,25,0
10294,112205,26,0
10294,19912,27,0
10294,1331,28,0
10295,2941,1,1
10295,16669,2,1
10295,70852,3,0
10295,15445,4,0
10295,15756,5,0
10295,69726,6,0
10295,22000,7,0
10296,3791,1,1
10296,6860,2,1
10296,1352,3,0
10296,3887,4,0
10296,5980,5,0
10296,7755,6,0
10296,37418,7,0
10297,635,1,1
10297,14140,2,1
10297,14141,3,0
10297,14142,4,0
10297,14143,5,0
10297,14144,6,0
10297,14145,7,0
10297,14146,8,0
10298,3579,1,1
10298,56950,2,1
10298,1968,3,1
10298,3828,4,0
10298,64547,5,0
10298,12433,6,0
10298,56452,7,0
10298,3988,8,0
10298,65199,9,0
10298,55961,10,0
10298,195905,11,0
10298,2688,12,0
10298,64246,13,0
10298,64248,14,0
10298,8050,15,0
10298,3874,16,0
10298,64254,17,0
10298,67801,18,0
10298,58366,19,0
10298,64253,20,0
10298,6083,21,0
10298,133368,22,0
10298,3976,23,0
10298,38988,24,0
10298,1878,25,0
10299,376,1,1
10299,709,2,1
10299,1530,3,1
10299,6928,4,0
10299,4761,5,0
10299,472,6,0
10299,14148,7,0
10299,4182,8,0
10300,2332,1,1
10300,205,2,0
10300,385,3,0
10300,3887,4,0
